name,brand,manufacturer,certification_level,certification_description,ingredients,product_description,usage,image_url,page_number
FOOTCREAM,GREENETIQ DENMARK,GREENETIQ DENMARK,Organic cosmetics,"At least 95% of natural and/or derived natural ingredients, where applicable, stem from organic agriculture or controlled harvesting of wild plants.","Aqua, Cetearyl Alcohol, Aloe Barbadensis leaf extract*, Olea Europaea fruit extract*, Butyrospermum Parkii butter*, Cocoglycerides, Glycerin, Triticum Vulgare Germ Oil*, Cetearyl Glucoside, Prunus Amygdalus dulcis oil, Eucalyptus Globulus Leaf Oil, Rosmarinus officinalis leaf extract*, Lavandula Angustifolia Flower Extract*, Citrus Aurantium Dulcis Peel Extract*,Chamomilla recutita extract, Calendula officinalis extract, Helichrysum Italicum extract, Mentha Piperita Oil, Cinnamomum Zeylanicum oil, Arnica Montana Flower Extract, Maltodextrin , Tocopheryl acetate, Sodium Dehydroacetate, Benzyl Alcohol, Salicylic Acid, Sorbic Acid, Citric Acid, Coumarin, Cinnamal.
     * from organic farming.","A unique luxury foot cream, organically certified & 100% vegan, which, due to all the fine, well-selected ingredients, provides a multitude of wonderful benefits such as:

-     Intensive moisture
-     Healing
-     Repairing
-     Anti-inflammatory
-     Cleansing
-     Cooling
-     Strengthens blood circulation
-     Intensive emollient
-     Refreshing",,https://extranet.natrue.org/storage/16097/conversions/19980-FOOTCREAM-thumb.jpg?v=1681297623,99.0
MEDIHEMP BALANCE CBD 5% MOUTH SPRAY,MEDIHEMP,Deep Nature Project GmbH,Organic cosmetics,"At least 95% of natural and/or derived natural ingredients, where applicable, stem from organic agriculture or controlled harvesting of wild plants.","CANNABIS SATIVA SEED OIL*, ALCOHOL*, CANNABIS SATIVA LEAF EXTRACT*, AQUA, AROMA**, HYPERICUM PERFORATUM EXTRACT, CHOLECALCIFEROL, CYANOCOBALAMIN, LIMONENE**, COUMARIN**
     * from controlled biological cultivation 
   ** from natural essential oils","High-quality CBD mouth spray with organic hemp seed oil, exquisite St. John’s wort extract and vitamins B12 & E. Vitamin B12 additionally contributes to the normal function of the immune system and to normal psychological function.With natural vanilla tonka flavour for a pleasant mouthfeel.

Contains 5% CBD/CBDa (500mg/10ml)

   -    Body, Mind & Soul
   -    high-quality CBD mouth spray with organic hemp seed oil
   -    with St. John`s wort, Vitamin B12 & Vitamin E
   -    mouth spray with fine vanilla Tonka flavour
   -    5% (500mg CBD/CBDa) in 10 ml
   -    certified natural cosmetics
   -    100 % vegan
   -    100 % Natural",,https://extranet.natrue.org/storage/15407/conversions/19982-Balance-thumb.jpg?v=1676302908,99.0
PURE JOJOBA OIL,DR. SCHELLER,Dr. Scheller natural & effective GmbH,Organic cosmetics,"At least 95% of natural and/or derived natural ingredients, where applicable, stem from organic agriculture or controlled harvesting of wild plants.","SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL*
      * from certified organic agriculture",,,https://extranet.natrue.org/storage/14694/conversions/19979-PURE-JOJOBA-OIL-thumb.jpg?v=1674286340,99.0
ALPINE ROSE A+ ANTI-AGE GESICHTSCREME,farfalla,Farfalla Essentials AG,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"AQUA, SIMMONDSIA CHINENSIS SEED OIL*, PENTYLENE GLYCOL, GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, ISOAMYL LAURATE, ROSA DAMASCENA FLOWER WATER*, CETEARYL ALCOHOL, GLYCERYL BEHENATE, PARFUM, LAUROYL LYSINE, ROSA CANINA FRUIT OIL*, SUCROSE STEARATE, BAKUCHIOL, HYDROLYZED HYALURONIC ACID, ROSA DAMASCENA FLOWER OIL, CETEARYL GLUCOSIDE, LYSOLECITHIN, SCLEROTIUM GUM, TOCOPHEROL, PULLULAN, XANTHAN GUM, HELIANTHUS ANNUUS SEED OIL, LEUCONOSTOC/RADISH ROOT FERMENT FILTRATE, RHODODENDRON FERRUGINEUM EXTRACT*, CITRIC ACID, GLUCOSE, DISODIUM PHOSPHATE, GERANIOL**, LINALOOL**, CITRONELLOL**, LIMONENE**, CITRAL**.
      * certified organic
    ** part of natural essential oils","Alpine Rose A+ Anti-Age face cream, Aging Stress Relief

The innovative complex of active ingredients from Rosa Damascena activates the skin's olfactory receptors, reducing the transmission of stress messengers and protecting the skin. Bakuchiol, as a plant-based vitamin A alternative, acts like a collagen booster and tightens the skin. An extract of alpine rose protects the skin from oxidation and restores its radiance. High-quality wild rose oil has an additional antioxidant effect on stressed skin. A true powerhouse for a rested, visibly rejuvenated appearance.",Apply to cleansed facial skin in the morning and evening.,https://extranet.natrue.org/storage/15757/conversions/20004-Alpine-Rose-A-Anti-Age-Gesichtscreme-thumb.jpg?v=1678792099,99.0
ANTIOXIDANT + DEFENCE SERUM,Trilogy Natural Products Ltd,Trilogy Natural Products Ltd,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Aqua (water), Aloe barbadensis (aloe vera) leaf juice, Glycerin, Rosa canina (rosehip) seed oil, Coco-caprylate, Glycine soja (soybean) seed extract, Pinus pinaster (maritime pine) bark extract, Hibiscus sabdariffa (hibiscus) flower extract, Euterpe oleracea (acai) fruit oil, Avena sativa (oat) kernel extract, Tocopheryl acetate (vitamin E), Helianthus annuus (sunflower) seed oil, Solanum lycopersicum (tomato) seed oil, Vaccinium macrocarpon (cranberry) seed oil, Lycopene, Tocopherol (vitamin E), Rosmarinus officinalis (rosemary) leaf extract, Caprylic/capric triglyceride, Xanthan gum, Sclerotium gum, Sodium stearoyl glutamate, Glyceryl caprylate, Parfum (fragrance), Citric acid, Potassium sorbate, Sodium benzoate, Benzyl alcohol**, Dehydroacetic acid**, citral*, citronellol*, geraniol*, limonene*, linalool*
     * Components of natural essential oils
   ** Preserved with Dehydroacetic acid and Benzyl alcohol

99.2% of total ingredients are from natural origin.","A cocktail of powerful antioxidants, this lightweight serum helps to defend against the signs of ageing to promote a more radiant complexion.

 French maritime pine is rich in a range of antioxidant compounds that help enhance the skins ability to produce more hyaluronic acid and helps with collagen production. Clinically proven Rosapene™ helps to nourish and hydrate as it visibly brightens and firms. Hibiscus flower extract helps to rejuvenate as it purifies. Suitable for all skin types, skin feels smoother, ageing skin concerns are improved and complexion looks more radiant.","After cleansing, gently massage 2–3 drops into face, neck and décolletage. Use morning and/or evening and follow with your favourite moisturiser.",https://extranet.natrue.org/storage/14514/conversions/20015-Antioxidant-+-Defence-serum-thumb.jpg?v=1674286340,100.0
ANTI-AGE 2IN1 FIRMING NIGHT CREAM & MASK,echt. by Terra Naturi,Femia Cosmetic Vertriebsgesellschaft mbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"AQUA, ALCOHOL*, OLEA EUROPAEA FRUIT OIL, GLYCERIN, POTASSIUM CETYL PHOSPHATE, HELIANTHUS ANNUUS SEED OIL*, CETEARYL ALCOHOL, DECYL OLEATE, HYDROGENATED PALM GLYCERIDES, VITIS VINIFERA SEED OIL, BAKUCHIOL, BUTYROSPERMUM PARKII BUTTER, SODIUM HYALURONATE, LAVANDULA ANGUSTI-FOLIA OIL**, COCO-CAPRYLATE/CAPRATE, SODIUM LEVULINATE, LEVULINICACID, XANTHAN GUM, SODIUM ANISATE, TOCOPHEROL, CITRIC ACID, LINALOOL**. 
     * of controlled biological cultivation 
   ** from natural essential oils",,,https://extranet.natrue.org/storage/15292/conversions/20080-ANTI-AGE-2in1-Firming-Night-Cream-&-Mask-thumb.jpg?v=1675266404,101.0
ANTI-AGE FIRMING DAY CREAM,echt. by Terra Naturi,Femia Cosmetic Vertriebsgesellschaft mbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"AQUA, HELIANTHUS ANNUUS SEED OIL*, GLYCERIN, ALCOHOL*, OLEA EUROPAEA FRUIT OIL*, POTASSIUM CETYL PHOSPHATE, DECYL OLEATE, CETEARYL ALCOHOL, COCO-CAPRYLATE/CAPRATE, HYDROGENATED PALM GLYCERIDES, VITIS VINIFERA SEED OIL, BAKUCHIOL, TOCOPHEROL, SODIUM HYALURONATE, LAVANDULA ANGUSTIFOLIA OIL**, SODIUM LEVULINATE, XANTHAN GUM, LEVULINIC ACID, SODIUM ANISATE, CITRIC ACID, LINALOOL**. 
     * of controlled biological cultivation 
   ** from natural essential oils",,,https://extranet.natrue.org/storage/15294/conversions/20083-ANTI-AGE-firming-day-cream-thumb.jpg?v=1675266953,101.0
ANTI-AGE FIRMING EYE CREAM,echt. by Terra Naturi,Femia Cosmetic Vertriebsgesellschaft mbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"AQUA, PRUNUS AMYGDALUS DULCIS OIL, HELIANTHUS ANNUUS SEED OIL*, ALCOHOL*, GLYCERIN, COCOGLYCERIDES, COCO-CAPRYLATE/CAPRATE, GLYCERYL STEARATE CITRATE, BUTYROSPERMUM PARKII BUTTER*, CETEARYL ALCOHOL, VITIS VINIFERA SEED OIL, BAKUCHIOL, SODIUM HYALURONATE, SODIUM LEVULINATE, XANTHAN GUM, LEVULINIC ACID, SODIUM ANISATE, TOCOPHEROL, CITRIC ACID.
     * of controlled biological cultivation",,,https://extranet.natrue.org/storage/15293/conversions/20081-ANTI-AGE-firming-eye-cream-thumb.jpg?v=1675266702,101.0
ANTI-AGE FIRMING SERUM,echt. by Terra Naturi,Femia Cosmetic Vertriebsgesellschaft mbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"AQUA, ALCOHOL*, GLYCERIN, BETAINE, BUTY-ROSPERMUM PARKII BUTTER, HELIANTHUS ANNUUS SEED OIL*, VITIS VINIFERA SEED OIL, BAKUCHIOL, SODIUM HYALURONATE, LA-VANDULA ANGUSTIFOLIA OIL**, SODIUM LEVU-LINATE, CETEARYL ALCOHOL, HYDROGENATED VEGETABLE GLYCERIDES, POTASSIUM CETYL PHOSPHATE, XANTHAN GUM, HYDROGENATED PALM GLYCERIDES, LEVULINIC ACID, SCLERO-TIUM GUM, SODIUM ANISATE, TOCOPHEROL, LINALOOL**. 
     * of controlled biological cultivation 
   ** from natural essential oils",,,https://extranet.natrue.org/storage/15754/conversions/20082-ANTI-AGE-firming-serum-thumb.jpg?v=1678788653,101.0
ANTI-WRINKLE ARGAN DAY CREAM,DR. SCHELLER,Dr. Scheller natural & effective GmbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"AQUA (WATER), GLYCINE SOJA (SOYBEAN) OIL*, DECYL OLEATE, PENTYLENE GLYCOL, GLYCERYL STEARATE CITRATE, COCOS NUCIFERA (COCONUT) OIL*, GLYCERIN, CETEARYL ALCOHOL, CAPRYLIC/CAPRIC TRIGLYDERIDE, SQUALANE, PUNICA GRANATUM SEED OIL*, ARGANIA SPINOSA KERNEL OIL*, CALENDULA OFFICINALIS FLOWER EXTRACT, SODIUM HYALURONATE, ACMELLA OLERACEA EXTRACT, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, TOCOPHEROL, CETEARYL GLUCOSIDE, SCLEROTIUM GUM, HYDROGENATED PALM GLYCERIDES CITRATE, BENZYL ALCOHOL, LIMONENE**, CITRAL**, LINALOOL**, GERANIOL**, CITRONELLOL**, PARFUM (FRAGRANCE)
      * from certified organic agriculture
    ** from natural essential oils","The smoothing anti-wrinkle day care for strengthened tone and elasticity, reduced wrinkle depth and protection against premature skin aging. Highly dosed paracress extract demonstrably tightens and smoothes expression lines and wrinkles. Cold-pressed organic argan and organic pomegranate seed oil, as well as phyto-squalan nourish the skin smooth, soft and supple. Hyaluronic acid and vegetable glycerin intensively moisturize and sustainably protect the skin from moisture loss.

The Anti Age facial cream for the day is 100% free of silicones, mineral oils, parabens and microplastics. The skin compatibility of the facial care is dermatologically tested and was rated 'very good' by Dermatest. The certified natural cosmetics is vegan registered, NATRUE certified, climate neutral and made in Germany.",Apply in the morning on cleansed skin and massage.,https://extranet.natrue.org/storage/14698/conversions/19991-ANTI-WRINKLE-ARGAN-DAY-CREAM-thumb.jpg?v=1674286340,99.0
ANTI-WRINKLE ARGAN INTENSIVE SERUM,DR. SCHELLER,Dr. Scheller natural & effective GmbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"AQUA (WATER), PYRUS MALUS (APPLE) FRUIT WATER*, PENTYLENE GLYCOL, PROPANEDIOL, ARGANIA SPINOSA KERNEL OIL*, SODIUM HYALURONATE, CALENDULA OFFICINALIS FLOWER EXTRACT, FICUS CARICA (FIG) FRUIT EXTRACT, ACMELLA OLERACEA EXTRACT, GLYCINE SOJA (SOYBEAN) OIL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, TOCOPHEROL, SUCCINOGLYCAN, CETEARYL OLIVATE, SORBITAN OLIVATE, XANTHAN GUM, SODIUM HYDROXIDE, BENZYL ALCOHOL, PHENETHYL ALCOHOL, LIMONENE**, CITRAL**, LINALOOL**, GERANIOL**, PARFUM (FRAGRANCE)
      * from certified organic agriculture
    ** from natural essential oils","The instantly smoothing serum softens lines and wrinkles and leaves skin feeling intensely hydrated. The concentrated formula with hyaluronic acid and fig extract forms a protective barrier and stores moisture in the skin. Lines and wrinkles are plumped up from the inside out. Highly dosed organic paracress extract provides an immediately visible tightened skin appearance

The instantly smoothing Anti Age Serum is 100% free of silicones, mineral oils, parabens and microplastics. The skin compatibility of the face serum is dermatologically tested. The certified natural cosmetic serum is vegan registered, NATRUE certified, climate neutral and made in Germany.","Apply to the skin in the morning and evening after cleansing, then use a care.",https://extranet.natrue.org/storage/14695/conversions/19988-ANTI-WRINKLE-ARGAN-INTENSIVE-SERUM-thumb.jpg?v=1674286340,99.0
ANTI-WRINKLE ARGAN NIGHT CREAM,DR. SCHELLER,Dr. Scheller natural & effective GmbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"AQUA (WATER), DECYL OLEATE, GLYCINE SOJA (SOYBEAN) OIL*, PENTYLENE GLYCOL, COCOS NUCIFERA (COCONUT) OIL*, PRUNUS ARMENIACA (APRICOT) KERNEL OIL*, GLYCERYL STEARATE CITRATE, CETEARYL ALCOHOL, SHOREA STENOPTERA SEED BUTTER, CAPRYLIC/CAPRIC TRIGLYCERIDE, ARGANIA SPINOSA KERNEL OIL*, PUNICA GRANATUM SEED OIL*, SQUALANE, COLLAGEN AMINO ACIDS, CALENDULA OFFICINALIS FLOWER EXTRACT, SODIUM HYALURONATE, ACMELLA OLERACEA EXTRACT, VALERIANA OFFICINALIS ROOT EXTRACT*, LEUCONOSTOC/RADISH ROOT FERMENT FILTRATE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, TOCOPHEROL, GLYCERIN, CETEARYL GLUCOSIDE, SODIUM HYDROXIDE, SCLEROTIUM GUM, HYDROGENATED PALM GLYCERIDES CITRATE, BENZYL ALCOHOL, LIMONENE**, CITRAL**, LINALOOL**, GERANIOL**, CITRONELLOL**, PARFUM (FRAGRANCE) 
      * from certified organic agriculture
    ** from natural essential oils","The smoothing anti-wrinkle night care for an activated regeneration process of the skin overnight, reduced wrinkle depth and support of natural skin renewal. Plant collagen, hyaluronic acid and paracress smooth and tighten the skin. Concentrated organic valerian extract, shorea butter and nourishing oils form a protective film, moisturize and leave the skin feeling supple. Moisture stores are replenished and the skin regenerates while you sleep.

Anti age face cream for night is 100% free of silicones, mineral oils, parabens and microplastics. The skin compatibility of the facial care is dermatologically tested and was rated 'very good' by Dermatest. The certified natural cosmetic care is vegan registered, NATRUE certified, climate neutral and made in Germany.",Apply in the evening to cleansed skin and massage in.,https://extranet.natrue.org/storage/14697/conversions/19989-90-ANTI-WRINKLE-ARGAN-NIGHT-CREAM-thumb.jpg?v=1674286340,99.0
AUTOMATIC LIPLINER 01 SWEET DOLL,Terra Naturi Naturkosmetik,emea Handelsgesellschaft mbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"ricinus communis seed oil, isoamyl laurate, copernicia cerifera cera, candelilla cera, caprylic/capric triglyceride, polyglyceryl-3 diisostearate, simmondsia chinensis seed oil, rhus verniciflua peel cera, oryza sativa bran cera, talc, kaolin, tocopherol, helianthus annuus seed oil, ascorbyl palmitate, benzyl alcohol, ci 77891, ci 77742, ci 77491, ci 77007, ci 77499, ci 77492",,,https://extranet.natrue.org/storage/16230/conversions/20025-Automatic-Lipliner--01-sweet-doll-thumb.jpg?v=1682330057,100.0
AUTOMATIC LIPLINER 02 VERY BERRY,Terra Naturi Naturkosmetik,emea Handelsgesellschaft mbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"ricinus communis seed oil, isoamyl laurate, copernicia cerifera cera, candelilla cera, caprylic/capric triglyceride, simmondsia chinensis seed oil, polyglyceryl-3 diisostearate, rhus verniciflua peel cera, oryza sativa bran cera, kaolin, talc, tocopherol, helianthus annuus seed oil, ascorbyl palmitate, benzyl alcohol, ci 77891, ci 77007, ci 77742, ci 77491, ci 77499.",,,https://extranet.natrue.org/storage/16231/conversions/20026-Automatic-Lipliner-02-very-berry-thumb.jpg?v=1682330522,100.0
